cluster_name,pci,pci_rank
Agriculture,-0.6828790533045919,725.6071428571429
"Construction, Building, and Home Supplies",0.11312901989423076,504.61538461538464
Electronic and Electrical Goods,0.7643843481263889,273.8611111111111
Industrial Chemicals and Metals,0.48391264326751593,367.484076433121
Metalworking and Electrical Machinery and Parts,0.8508147079337661,245.44805194805195
Minerals,-1.1666142898829788,830.2553191489362
Textile Apparel and Accessories,-1.0727788125979592,842.2244897959183
Textile and Home Goods,-0.20590135223421052,591.4342105263158
