product_code,x,y,cluster_name,target,name
8518,-1.496793491130165,-1.7847219933448102,Electronic and Electrical Goods,8521,Frequency electric amplifiers; electric sound amplifier sets.
8518,-1.496793491130165,-1.7847219933448102,Electronic and Electrical Goods,8527,Frequency electric amplifiers; electric sound amplifier sets.
8518,-1.496793491130165,-1.7847219933448102,Electronic and Electrical Goods,8519,Frequency electric amplifiers; electric sound amplifier sets.
8518,-1.496793491130165,-1.7847219933448102,Electronic and Electrical Goods,8531,Frequency electric amplifiers; electric sound amplifier sets.
8518,-1.496793491130165,-1.7847219933448102,Electronic and Electrical Goods,9006,Frequency electric amplifiers; electric sound amplifier sets.
8535,-1.1651528764671368,-1.1642150318699134,Metalworking and Electrical Machinery and Parts,8536," Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, ..."
8535,-1.1651528764671368,-1.1642150318699134,Metalworking and Electrical Machinery and Parts,8538," Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, ..."
8535,-1.1651528764671368,-1.1642150318699134,Metalworking and Electrical Machinery and Parts,8448," Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, ..."
8535,-1.1651528764671368,-1.1642150318699134,Metalworking and Electrical Machinery and Parts,9028," Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, ..."
8535,-1.1651528764671368,-1.1642150318699134,Metalworking and Electrical Machinery and Parts,8709," Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, ..."
9608,-0.6175620860720574,-1.37621369428079,Textile and Home Goods,9609,"Holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 96.09...."
9608,-0.6175620860720574,-1.37621369428079,Textile and Home Goods,9209,"Holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 96.09...."
9608,-0.6175620860720574,-1.37621369428079,Textile and Home Goods,4012,"Holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 96.09...."
9608,-0.6175620860720574,-1.37621369428079,Textile and Home Goods,9613,"Holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 96.09...."
9608,-0.6175620860720574,-1.37621369428079,Textile and Home Goods,7907,"Holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 96.09...."
1519,0.3527594827435716,0.9301673540527218,Agriculture,1520,nan
1519,0.3527594827435716,0.9301673540527218,Agriculture,3505,nan
1519,0.3527594827435716,0.9301673540527218,Agriculture,1517,nan
1519,0.3527594827435716,0.9301673540527218,Agriculture,2403,nan
1519,0.3527594827435716,0.9301673540527218,Agriculture,2101,nan
6805,-0.6953764260966251,-0.1263050482270047,Textile and Home Goods,8202," Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to s..."
6805,-0.6953764260966251,-0.1263050482270047,Textile and Home Goods,5906," Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to s..."
6805,-0.6953764260966251,-0.1263050482270047,Textile and Home Goods,8480," Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to s..."
6805,-0.6953764260966251,-0.1263050482270047,Textile and Home Goods,7007," Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to s..."
6805,-0.6953764260966251,-0.1263050482270047,Textile and Home Goods,7211," Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to s..."
8202,-1.6389820876377623,-0.1774656399895797,Metalworking and Electrical Machinery and Parts,6805," Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades)."
8202,-1.6389820876377623,-0.1774656399895797,Metalworking and Electrical Machinery and Parts,8424," Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades)."
8202,-1.6389820876377623,-0.1774656399895797,Metalworking and Electrical Machinery and Parts,8467," Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades)."
8202,-1.6389820876377623,-0.1774656399895797,Metalworking and Electrical Machinery and Parts,8603," Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades)."
8202,-1.6389820876377623,-0.1774656399895797,Metalworking and Electrical Machinery and Parts,8412," Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades)."
8607,-0.6144569215848819,0.1914656266704812,Metalworking and Electrical Machinery and Parts,8605,Stock.
8607,-0.6144569215848819,0.1914656266704812,Metalworking and Electrical Machinery and Parts,8482,Stock.
8607,-0.6144569215848819,0.1914656266704812,Metalworking and Electrical Machinery and Parts,8601,Stock.
8607,-0.6144569215848819,0.1914656266704812,Metalworking and Electrical Machinery and Parts,7322,Stock.
8607,-0.6144569215848819,0.1914656266704812,Metalworking and Electrical Machinery and Parts,7008,Stock.
4015,0.6171878202263139,-1.3720867393656304,Textile and Home Goods,4005," Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber...."
4015,0.6171878202263139,-1.3720867393656304,Textile and Home Goods,9609," Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber...."
4015,0.6171878202263139,-1.3720867393656304,Textile and Home Goods,9505," Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber...."
4015,0.6171878202263139,-1.3720867393656304,Textile and Home Goods,4013," Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber...."
4015,0.6171878202263139,-1.3720867393656304,Textile and Home Goods,6702," Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber...."
604,2.285599209669289,0.67873953330513,Agriculture,602," Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouq..."
604,2.285599209669289,0.67873953330513,Agriculture,3915," Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouq..."
604,2.285599209669289,0.67873953330513,Agriculture,601," Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouq..."
604,2.285599209669289,0.67873953330513,Agriculture,603," Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouq..."
604,2.285599209669289,0.67873953330513,Agriculture,904," Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouq..."
701,2.2591412153581087,1.2415419709481967,Agriculture,706," Potatoes, fresh or chilled."
701,2.2591412153581087,1.2415419709481967,Agriculture,703," Potatoes, fresh or chilled."
701,2.2591412153581087,1.2415419709481967,Agriculture,1209," Potatoes, fresh or chilled."
701,2.2591412153581087,1.2415419709481967,Agriculture,705," Potatoes, fresh or chilled."
701,2.2591412153581087,1.2415419709481967,Agriculture,707," Potatoes, fresh or chilled."
6306,1.238806661191444,-0.2714799387453781,Textile and Home Goods,5607," Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods."
6306,1.238806661191444,-0.2714799387453781,Textile and Home Goods,3406," Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods."
6306,1.238806661191444,-0.2714799387453781,Textile and Home Goods,9406," Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods."
6306,1.238806661191444,-0.2714799387453781,Textile and Home Goods,6704," Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods."
6306,1.238806661191444,-0.2714799387453781,Textile and Home Goods,4420," Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods."
713,1.9864849714084527,1.4391142256884462,Agriculture,1207," Dried leguminous vegetables, shelled, whether or not skinned or split."
713,1.9864849714084527,1.4391142256884462,Agriculture,708," Dried leguminous vegetables, shelled, whether or not skinned or split."
713,1.9864849714084527,1.4391142256884462,Agriculture,1202," Dried leguminous vegetables, shelled, whether or not skinned or split."
713,1.9864849714084527,1.4391142256884462,Agriculture,703," Dried leguminous vegetables, shelled, whether or not skinned or split."
713,1.9864849714084527,1.4391142256884462,Agriculture,1007," Dried leguminous vegetables, shelled, whether or not skinned or split."
4806,-1.2480144001821205,-0.3936596808122883,Agriculture,8439," Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets...."
4806,-1.2480144001821205,-0.3936596808122883,Agriculture,8425," Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets...."
4806,-1.2480144001821205,-0.3936596808122883,Agriculture,4802," Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets...."
4806,-1.2480144001821205,-0.3936596808122883,Agriculture,2811," Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets...."
4806,-1.2480144001821205,-0.3936596808122883,Agriculture,8713," Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets...."
8409,-0.9129111251775806,-0.4540633044232438,Metalworking and Electrical Machinery and Parts,8708, Parts suitable for use solely or principally with the engines of heading 84.07 or 84.08.
8409,-0.9129111251775806,-0.4540633044232438,Metalworking and Electrical Machinery and Parts,8483, Parts suitable for use solely or principally with the engines of heading 84.07 or 84.08.
8409,-0.9129111251775806,-0.4540633044232438,Metalworking and Electrical Machinery and Parts,4009, Parts suitable for use solely or principally with the engines of heading 84.07 or 84.08.
8409,-0.9129111251775806,-0.4540633044232438,Metalworking and Electrical Machinery and Parts,8421, Parts suitable for use solely or principally with the engines of heading 84.07 or 84.08.
8409,-0.9129111251775806,-0.4540633044232438,Metalworking and Electrical Machinery and Parts,4016, Parts suitable for use solely or principally with the engines of heading 84.07 or 84.08.
207,1.0466527006171016,1.0149181412630388,Agriculture,1602," Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen."
207,1.0466527006171016,1.0149181412630388,Agriculture,203," Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen."
207,1.0466527006171016,1.0149181412630388,Agriculture,2303," Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen."
207,1.0466527006171016,1.0149181412630388,Agriculture,407," Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen."
207,1.0466527006171016,1.0149181412630388,Agriculture,210," Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen."
1509,2.1951713424380808,1.197321806477328,Agriculture,2002," Olive oil and its fractions, whether or not refined, but not chemically modified."
1509,2.1951713424380808,1.197321806477328,Agriculture,805," Olive oil and its fractions, whether or not refined, but not chemically modified."
1509,2.1951713424380808,1.197321806477328,Agriculture,2515," Olive oil and its fractions, whether or not refined, but not chemically modified."
1509,2.1951713424380808,1.197321806477328,Agriculture,705," Olive oil and its fractions, whether or not refined, but not chemically modified."
1509,2.1951713424380808,1.197321806477328,Agriculture,1902," Olive oil and its fractions, whether or not refined, but not chemically modified."
1512,1.210486057238375,1.5870433395174763,Agriculture,2306,"Seed oil and fractions thereof, whether or not refined, but not chemically modified."
1512,1.210486057238375,1.5870433395174763,Agriculture,2716,"Seed oil and fractions thereof, whether or not refined, but not chemically modified."
1512,1.210486057238375,1.5870433395174763,Agriculture,1507,"Seed oil and fractions thereof, whether or not refined, but not chemically modified."
1512,1.210486057238375,1.5870433395174763,Agriculture,2204,"Seed oil and fractions thereof, whether or not refined, but not chemically modified."
1512,1.210486057238375,1.5870433395174763,Agriculture,1201,"Seed oil and fractions thereof, whether or not refined, but not chemically modified."
3404,-2.0433789161318776,0.8730408963070015,Industrial Chemicals and Metals,3906, Artificial waxes and prepared waxes.
3404,-2.0433789161318776,0.8730408963070015,Industrial Chemicals and Metals,3907, Artificial waxes and prepared waxes.
3404,-2.0433789161318776,0.8730408963070015,Industrial Chemicals and Metals,2917, Artificial waxes and prepared waxes.
3404,-2.0433789161318776,0.8730408963070015,Industrial Chemicals and Metals,3912, Artificial waxes and prepared waxes.
3404,-2.0433789161318776,0.8730408963070015,Industrial Chemicals and Metals,3815, Artificial waxes and prepared waxes.
3808,0.8752847887566642,0.4179778834393541,"Construction, Building, and Home Supplies",3004,Papers).
3808,0.8752847887566642,0.4179778834393541,"Construction, Building, and Home Supplies",3405,Papers).
3808,0.8752847887566642,0.4179778834393541,"Construction, Building, and Home Supplies",2106,Papers).
3808,0.8752847887566642,0.4179778834393541,"Construction, Building, and Home Supplies",3306,Papers).
3808,0.8752847887566642,0.4179778834393541,"Construction, Building, and Home Supplies",1901,Papers).
1701,1.7184663925568398,1.224737373249226,Agriculture,2207," Cane or beet sugar and chemically pure sucrose, in solid form."
1701,1.7184663925568398,1.224737373249226,Agriculture,708," Cane or beet sugar and chemically pure sucrose, in solid form."
1701,1.7184663925568398,1.224737373249226,Agriculture,2302," Cane or beet sugar and chemically pure sucrose, in solid form."
1701,1.7184663925568398,1.224737373249226,Agriculture,402," Cane or beet sugar and chemically pure sucrose, in solid form."
1701,1.7184663925568398,1.224737373249226,Agriculture,1507," Cane or beet sugar and chemically pure sucrose, in solid form."
5402,1.113904101830694,-1.387738555039364,Textile and Home Goods,5509," Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex...."
5402,1.113904101830694,-1.387738555039364,Textile and Home Goods,5514," Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex...."
5402,1.113904101830694,-1.387738555039364,Textile and Home Goods,5403," Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex...."
5402,1.113904101830694,-1.387738555039364,Textile and Home Goods,5703," Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex...."
5402,1.113904101830694,-1.387738555039364,Textile and Home Goods,9609," Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex...."
6301,2.6533088819503927,-1.1978054640771596,Textile Apparel and Accessories,6304, Blankets and travelling rugs.
6301,2.6533088819503927,-1.1978054640771596,Textile Apparel and Accessories,6305, Blankets and travelling rugs.
6301,2.6533088819503927,-1.1978054640771596,Textile Apparel and Accessories,4107, Blankets and travelling rugs.
6301,2.6533088819503927,-1.1978054640771596,Textile Apparel and Accessories,5513, Blankets and travelling rugs.
6301,2.6533088819503927,-1.1978054640771596,Textile Apparel and Accessories,5608, Blankets and travelling rugs.
6909,-1.4818366788536863,0.2909759421736302,Industrial Chemicals and Metals,6903," Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic ..."
6909,-1.4818366788536863,0.2909759421736302,Industrial Chemicals and Metals,4809," Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic ..."
6909,-1.4818366788536863,0.2909759421736302,Industrial Chemicals and Metals,4002," Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic ..."
6909,-1.4818366788536863,0.2909759421736302,Industrial Chemicals and Metals,3810," Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic ..."
6909,-1.4818366788536863,0.2909759421736302,Industrial Chemicals and Metals,3815," Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic ..."
7413,-0.2230571580864135,0.974887081077144,"Construction, Building, and Home Supplies",7408," Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated."
7413,-0.2230571580864135,0.974887081077144,"Construction, Building, and Home Supplies",7407," Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated."
7413,-0.2230571580864135,0.974887081077144,"Construction, Building, and Home Supplies",4803," Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated."
7413,-0.2230571580864135,0.974887081077144,"Construction, Building, and Home Supplies",7409," Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated."
7413,-0.2230571580864135,0.974887081077144,"Construction, Building, and Home Supplies",2620," Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated."
9706,-2.503885538123488,-0.0697999657996737,Textile and Home Goods,9703, Antiques of an age exceeding one hundred years.
9706,-2.503885538123488,-0.0697999657996737,Textile and Home Goods,9701, Antiques of an age exceeding one hundred years.
9706,-2.503885538123488,-0.0697999657996737,Textile and Home Goods,1302, Antiques of an age exceeding one hundred years.
2303,0.8065746724137686,1.277808791779142,Agriculture,1514,"Pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets...."
2303,0.8065746724137686,1.277808791779142,Agriculture,4805,"Pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets...."
2303,0.8065746724137686,1.277808791779142,Agriculture,1001,"Pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets...."
2303,0.8065746724137686,1.277808791779142,Agriculture,207,"Pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets...."
2303,0.8065746724137686,1.277808791779142,Agriculture,1205,"Pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets...."
4104,1.8357736932955009,1.381524843922425,Agriculture,4101," Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared...."
4104,1.8357736932955009,1.381524843922425,Agriculture,4105," Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared...."
4104,1.8357736932955009,1.381524843922425,Agriculture,4106," Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared...."
4104,1.8357736932955009,1.381524843922425,Agriculture,3915," Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared...."
4104,1.8357736932955009,1.381524843922425,Agriculture,202," Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared...."
8524,-1.9952887547552407,-0.9251442223477684,Electronic and Electrical Goods,9027,nan
8524,-1.9952887547552407,-0.9251442223477684,Electronic and Electrical Goods,8523,nan
8524,-1.9952887547552407,-0.9251442223477684,Electronic and Electrical Goods,9022,nan
8524,-1.9952887547552407,-0.9251442223477684,Electronic and Electrical Goods,9025,nan
8524,-1.9952887547552407,-0.9251442223477684,Electronic and Electrical Goods,8442,nan
8605,-0.7655508816486121,0.4162199441217553,Industrial Chemicals and Metals,8603,Propelled (excluding those of heading 86.04).
8605,-0.7655508816486121,0.4162199441217553,Industrial Chemicals and Metals,8607,Propelled (excluding those of heading 86.04).
8605,-0.7655508816486121,0.4162199441217553,Industrial Chemicals and Metals,8601,Propelled (excluding those of heading 86.04).
8605,-0.7655508816486121,0.4162199441217553,Industrial Chemicals and Metals,7224,Propelled (excluding those of heading 86.04).
8605,-0.7655508816486121,0.4162199441217553,Industrial Chemicals and Metals,7302,Propelled (excluding those of heading 86.04).
7322,0.19572172618239,0.2439587601117465,"Construction, Building, and Home Supplies",8433,"Driven fan or blower, and parts thereof, of iron or steel."
7322,0.19572172618239,0.2439587601117465,"Construction, Building, and Home Supplies",7610,"Driven fan or blower, and parts thereof, of iron or steel."
7322,0.19572172618239,0.2439587601117465,"Construction, Building, and Home Supplies",8403,"Driven fan or blower, and parts thereof, of iron or steel."
7322,0.19572172618239,0.2439587601117465,"Construction, Building, and Home Supplies",8607,"Driven fan or blower, and parts thereof, of iron or steel."
7322,0.19572172618239,0.2439587601117465,"Construction, Building, and Home Supplies",8432,"Driven fan or blower, and parts thereof, of iron or steel."
6217,2.779339619490311,-1.604279034206379,Textile Apparel and Accessories,6117," Other made up clothing accessories; parts of garments or of clothing accessories, other than those of heading 62.12...."
6217,2.779339619490311,-1.604279034206379,Textile Apparel and Accessories,5807," Other made up clothing accessories; parts of garments or of clothing accessories, other than those of heading 62.12...."
6217,2.779339619490311,-1.604279034206379,Textile Apparel and Accessories,4202," Other made up clothing accessories; parts of garments or of clothing accessories, other than those of heading 62.12...."
6217,2.779339619490311,-1.604279034206379,Textile Apparel and Accessories,5401," Other made up clothing accessories; parts of garments or of clothing accessories, other than those of heading 62.12...."
6217,2.779339619490311,-1.604279034206379,Textile Apparel and Accessories,5810," Other made up clothing accessories; parts of garments or of clothing accessories, other than those of heading 62.12...."
4908,0.0185250669349419,-1.310532701324478,Agriculture,9603, Transfers (decalcomanias).
4908,0.0185250669349419,-1.310532701324478,Agriculture,8305, Transfers (decalcomanias).
4908,0.0185250669349419,-1.310532701324478,Agriculture,9003, Transfers (decalcomanias).
4908,0.0185250669349419,-1.310532701324478,Agriculture,4014, Transfers (decalcomanias).
4908,0.0185250669349419,-1.310532701324478,Agriculture,8447, Transfers (decalcomanias).
6209,2.917058234061364,-1.311750651403206,Textile Apparel and Accessories,6103, Babies' garments and clothing accessories.
6209,2.917058234061364,-1.311750651403206,Textile Apparel and Accessories,6206, Babies' garments and clothing accessories.
6209,2.917058234061364,-1.311750651403206,Textile Apparel and Accessories,6111, Babies' garments and clothing accessories.
6209,2.917058234061364,-1.311750651403206,Textile Apparel and Accessories,6205, Babies' garments and clothing accessories.
6209,2.917058234061364,-1.311750651403206,Textile Apparel and Accessories,6207, Babies' garments and clothing accessories.
7501,-0.4296178714814695,1.8562032041312928,Industrial Chemicals and Metals,2604," Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy."
7501,-0.4296178714814695,1.8562032041312928,Industrial Chemicals and Metals,7502," Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy."
7501,-0.4296178714814695,1.8562032041312928,Industrial Chemicals and Metals,8105," Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy."
7501,-0.4296178714814695,1.8562032041312928,Industrial Chemicals and Metals,2605," Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy."
7501,-0.4296178714814695,1.8562032041312928,Industrial Chemicals and Metals,2822," Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy."
7320,-0.6501269140632329,-0.5266912947474998,Metalworking and Electrical Machinery and Parts,8708," Springs and leaves for springs, of iron or steel."
7320,-0.6501269140632329,-0.5266912947474998,Metalworking and Electrical Machinery and Parts,8483," Springs and leaves for springs, of iron or steel."
7320,-0.6501269140632329,-0.5266912947474998,Metalworking and Electrical Machinery and Parts,8481," Springs and leaves for springs, of iron or steel."
7320,-0.6501269140632329,-0.5266912947474998,Metalworking and Electrical Machinery and Parts,4009," Springs and leaves for springs, of iron or steel."
7320,-0.6501269140632329,-0.5266912947474998,Metalworking and Electrical Machinery and Parts,8482," Springs and leaves for springs, of iron or steel."
3816,-0.1469251514940155,0.1927881060702492,"Construction, Building, and Home Supplies",3214," Refractory cements, mortars, concretes and similar compositions, other than products of heading 38.01...."
3816,-0.1469251514940155,0.1927881060702492,"Construction, Building, and Home Supplies",7019," Refractory cements, mortars, concretes and similar compositions, other than products of heading 38.01...."
3816,-0.1469251514940155,0.1927881060702492,"Construction, Building, and Home Supplies",4811," Refractory cements, mortars, concretes and similar compositions, other than products of heading 38.01...."
3816,-0.1469251514940155,0.1927881060702492,"Construction, Building, and Home Supplies",6902," Refractory cements, mortars, concretes and similar compositions, other than products of heading 38.01...."
3816,-0.1469251514940155,0.1927881060702492,"Construction, Building, and Home Supplies",3405," Refractory cements, mortars, concretes and similar compositions, other than products of heading 38.01...."
8105,-1.039142189994288,1.784912135536553,Industrial Chemicals and Metals,7502," Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap...."
8105,-1.039142189994288,1.784912135536553,Industrial Chemicals and Metals,2605," Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap...."
8105,-1.039142189994288,1.784912135536553,Industrial Chemicals and Metals,2822," Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap...."
8105,-1.039142189994288,1.784912135536553,Industrial Chemicals and Metals,7501," Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap...."
8105,-1.039142189994288,1.784912135536553,Industrial Chemicals and Metals,7506," Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap...."
7616,-0.223711446412159,-0.8292282712554107,Metalworking and Electrical Machinery and Parts,7326, Other articles of aluminium.
7616,-0.223711446412159,-0.8292282712554107,Metalworking and Electrical Machinery and Parts,9405, Other articles of aluminium.
7616,-0.223711446412159,-0.8292282712554107,Metalworking and Electrical Machinery and Parts,8302, Other articles of aluminium.
7616,-0.223711446412159,-0.8292282712554107,Metalworking and Electrical Machinery and Parts,7608, Other articles of aluminium.
7616,-0.223711446412159,-0.8292282712554107,Metalworking and Electrical Machinery and Parts,8547, Other articles of aluminium.
8509,-0.3360212020776605,-1.050544663138197,Electronic and Electrical Goods,9405,"Contained electric motor, other than vacuum cleaners of heading 85.08."
8509,-0.3360212020776605,-1.050544663138197,Electronic and Electrical Goods,8508,"Contained electric motor, other than vacuum cleaners of heading 85.08."
8509,-0.3360212020776605,-1.050544663138197,Electronic and Electrical Goods,8510,"Contained electric motor, other than vacuum cleaners of heading 85.08."
8509,-0.3360212020776605,-1.050544663138197,Electronic and Electrical Goods,8450,"Contained electric motor, other than vacuum cleaners of heading 85.08."
8509,-0.3360212020776605,-1.050544663138197,Electronic and Electrical Goods,8511,"Contained electric motor, other than vacuum cleaners of heading 85.08."
2804,-1.5543597378987888,0.940573881293898,Industrial Chemicals and Metals,2811,Metals.
2804,-1.5543597378987888,0.940573881293898,Industrial Chemicals and Metals,3818,Metals.
2804,-1.5543597378987888,0.940573881293898,Industrial Chemicals and Metals,2519,Metals.
2804,-1.5543597378987888,0.940573881293898,Industrial Chemicals and Metals,3817,Metals.
2804,-1.5543597378987888,0.940573881293898,Industrial Chemicals and Metals,8111,Metals.
7102,-0.8165100572926387,1.887541224796725,Industrial Chemicals and Metals,7103," Diamonds, whether or not worked, but not mounted or set."
7102,-0.8165100572926387,1.887541224796725,Industrial Chemicals and Metals,2615," Diamonds, whether or not worked, but not mounted or set."
7102,-0.8165100572926387,1.887541224796725,Industrial Chemicals and Metals,2703," Diamonds, whether or not worked, but not mounted or set."
7102,-0.8165100572926387,1.887541224796725,Industrial Chemicals and Metals,8904," Diamonds, whether or not worked, but not mounted or set."
7102,-0.8165100572926387,1.887541224796725,Industrial Chemicals and Metals,2606," Diamonds, whether or not worked, but not mounted or set."
2933,-2.777425496175449,0.7634535044125674,Industrial Chemicals and Metals,2934,Atom(s) only.
2933,-2.777425496175449,0.7634535044125674,Industrial Chemicals and Metals,2935,Atom(s) only.
2933,-2.777425496175449,0.7634535044125674,Industrial Chemicals and Metals,2931,Atom(s) only.
2933,-2.777425496175449,0.7634535044125674,Industrial Chemicals and Metals,2937,Atom(s) only.
2933,-2.777425496175449,0.7634535044125674,Industrial Chemicals and Metals,2926,Atom(s) only.
6404,2.7140597027675426,-1.5748460101055015,Textile Apparel and Accessories,6403," Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials...."
6404,2.7140597027675426,-1.5748460101055015,Textile Apparel and Accessories,6402," Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials...."
6404,2.7140597027675426,-1.5748460101055015,Textile Apparel and Accessories,6405," Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials...."
6404,2.7140597027675426,-1.5748460101055015,Textile Apparel and Accessories,6505," Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials...."
6404,2.7140597027675426,-1.5748460101055015,Textile Apparel and Accessories,4202," Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials...."
