year	section_id	section_name	hs2_id	hs2_name	hs4_id	hs4_name	pci_rank	pci
2012	03	Animal and Vegetable Bi-Products	15	Animal or vegetable fats, oils, & waxes	1517	Margarine	757	-0.5698929444
2012	03	Animal and Vegetable Bi-Products	15	Animal or vegetable fats, oils, & waxes	1518	Inedible Fats and Oils	319	0.59717626
2012	04	Foodstuffs	16	Preparations of fish, crustacenas, & molluscs	1601	Sausages	419	0.3676236993
2012	04	Foodstuffs	16	Preparations of fish, crustacenas, & molluscs	1602	Other Prepared Meat	510	0.1681435832
2012	04	Foodstuffs	16	Preparations of fish, crustacenas, & molluscs	1604	Processed Fish	947	-1.6049462558
2012	04	Foodstuffs	16	Preparations of fish, crustacenas, & molluscs	1605	Processed Crustaceans	958	-1.6743133123
2012	04	Foodstuffs	17	Sugars & confectioneries	1701	Raw Sugar	911	-1.3681974287
2012	04	Foodstuffs	17	Sugars & confectioneries	1702	Other Sugars	367	0.5058829498
2012	04	Foodstuffs	17	Sugars & confectioneries	1703	Molasses	950	-1.6115578987
2012	04	Foodstuffs	17	Sugars & confectioneries	1704	Confectionery Sugar	729	-0.4567599837
2012	04	Foodstuffs	18	Cocoa & cocoa preparations	1801	Cocoa Beans	1026	-4.184015998
2012	04	Foodstuffs	18	Cocoa & cocoa preparations	1803	Cocoa Paste	908	-1.3366098786
2012	04	Foodstuffs	18	Cocoa & cocoa preparations	1804	Cocoa Butter	1008	-2.3757312945
2012	04	Foodstuffs	18	Cocoa & cocoa preparations	1805	Cocoa Powder	850	-0.9783147785
2012	04	Foodstuffs	18	Cocoa & cocoa preparations	1806	Chocolate	509	0.1697627805
2012	04	Foodstuffs	19	Preparations of cereals, flour, starch or milk	1901	Malt Extract	467	0.2529210195
2012	04	Foodstuffs	19	Preparations of cereals, flour, starch or milk	1902	Pasta	765	-0.5910409417
2012	04	Foodstuffs	19	Preparations of cereals, flour, starch or milk	1904	Prepared Cereals	659	-0.2251662283
2012	04	Foodstuffs	19	Preparations of cereals, flour, starch or milk	1905	Baked Goods	692	-0.3495670947
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2001	Pickled Foods	841	-0.9497878026
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2002	Processed Tomatoes	828	-0.891675507
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2003	Processed Mushrooms	533	0.1108356355
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2004	Other Frozen Vegetables	373	0.4896932974
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2005	Other Processed Vegetables	845	-0.9738924895
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2007	Jams	696	-0.3642129832
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2008	Other Processed Fruits and Nuts	839	-0.9325341597
2012	04	Foodstuffs	20	Preparations of vegetables, fruit, nuts or other plant parts	2009	Fruit Juice	809	-0.8264493051
2012	04	Foodstuffs	21	Miscellaneous edible preparations	2101	Coffee and Tea Extracts	766	-0.6037291174
2012	04	Foodstuffs	21	Miscellaneous edible preparations	2102	Yeast	686	-0.3289748689
2012	04	Foodstuffs	21	Miscellaneous edible preparations	2103	Sauces and Seasonings	653	-0.1900618778
2012	04	Foodstuffs	21	Miscellaneous edible preparations	2104	Soups and Broths	621	-0.1225758598
2012	04	Foodstuffs	21	Miscellaneous edible preparations	2105	Ice Cream	490	0.1961632398
2012	04	Foodstuffs	21	Miscellaneous edible preparations	2106	Other Edible Preparations	504	0.1780319257
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2201	Water	620	-0.1170237525
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2202	Flavored Water	598	-0.0322357396
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2203	Beer	542	0.0891624387
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2204	Wine	741	-0.4968309275
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2205	Vermouth	579	0.0172006883
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2206	Other Fermented Beverages	323	0.5876404585
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2207	Alcohol > 80% ABV	875	-1.1334565235
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2208	Hard Liquor	629	-0.1379661117
2012	04	Foodstuffs	22	Beverages, spirits, & vinegar	2209	Vinegar	712	-0.4121351804
2012	04	Foodstuffs	23	Food residues & wastes; animal fodder	2301	Animal Meal and Pellets	934	-1.5174243499
2012	04	Foodstuffs	23	Food residues & wastes; animal fodder	2302	Bran	951	-1.612625348
2012	04	Foodstuffs	23	Food residues & wastes; animal fodder	2303	Starch Residue	405	0.4069927176
2012	04	Foodstuffs	23	Food residues & wastes; animal fodder	2304	Soybean Meal	744	-0.5068113578
2012	04	Foodstuffs	23	Food residues & wastes; animal fodder	2306	Other Vegetable Residues	881	-1.2096834513
2012	04	Foodstuffs	23	Food residues & wastes; animal fodder	2308	Other Vegetable Residues and Waste	710	-0.4107485967
2012	04	Foodstuffs	23	Food residues & wastes; animal fodder	2309	Animal Food	553	0.0666472904
2012	04	Foodstuffs	24	Tobacco & substitutes	2401	Raw Tobacco	984	-1.8840683101
2012	04	Foodstuffs	24	Tobacco & substitutes	2402	Rolled Tobacco	778	-0.6942064616
2012	04	Foodstuffs	24	Tobacco & substitutes	2403	Processed Tobacco	636	-0.1570915567
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2501	Salt	798	-0.765810191
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2503	Sulphur	964	-1.6926056122
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2505	Sand	831	-0.9042946478
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2506	Quartz	970	-1.7126679591
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2507	Kaolin	587	-0.0086533263
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2508	Clays	684	-0.3209493785
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2510	Calcium Phosphates	925	-1.4553856166
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2511	Barium Sulphate	923	-1.4517030339
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2515	Marble, Travertine and Alabaster	874	-1.1236122545
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2516	Granite	856	-1.0139388037
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2517	Gravel and Crushed Stone	667	-0.259003873
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2518	Dolomite	626	-0.1322609855
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2519	Magnesium Carbonate	694	-0.3628244692
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2520	Gypsum	868	-1.0540237982
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2522	Quicklime	681	-0.316515981
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2523	Cement	802	-0.7802239594
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2524	Asbestos	812	-0.8399532546
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2526	Soapstone	658	-0.2241357172
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2529	Feldspar	848	-0.9757895714
2012	05	Mineral Products	25	Salt, sulphur, cement, lime, stone, & plaster	2530	Other Mineral	890	-1.2533691314
2012	05	Mineral Products	26	Ores, slag and ash	2601	Iron Ore	975	-1.7716083085
2012	05	Mineral Products	26	Ores, slag and ash	2602	Manganese Ore	1017	-2.7216858435
2012	05	Mineral Products	26	Ores, slag and ash	2603	Copper Ore	995	-1.9536103848
2012	05	Mineral Products	26	Ores, slag and ash	2604	Nickel Ore	887	-1.2431905819
2012	05	Mineral Products	26	Ores, slag and ash	2605	Cobalt Ore	1018	-2.7265617441
2012	05	Mineral Products	26	Ores, slag and ash	2606	Aluminium Ore	1011	-2.4465652619
2012	05	Mineral Products	26	Ores, slag and ash	2607	Lead Ore	949	-1.6109495396
2012	05	Mineral Products	26	Ores, slag and ash	2608	Zinc Ore	891	-1.2559533582
2012	05	Mineral Products	26	Ores, slag and ash	2610	Chromium Ore	1009	-2.3786222472
2012	05	Mineral Products	26	Ores, slag and ash	2612	Uranium and Thorium Ore	992	-1.944128882
2012	05	Mineral Products	26	Ores, slag and ash	2613	Molybdenum Ore	722	-0.4420759939
2012	05	Mineral Products	26	Ores, slag and ash	2614	Titanium Ore	953	-1.6315114931
2012	05	Mineral Products	26	Ores, slag and ash	2615	Niobium, Tantalum, Vanadium and Zirconium Ore	1014	-2.5769332485
2012	05	Mineral Products	26	Ores, slag and ash	2616	Precious Metal Ore	988	-1.9303897999
2012	05	Mineral Products	26	Ores, slag and ash	2617	Other Ores	998	-2.092387391
2012	05	Mineral Products	26	Ores, slag and ash	2618	Granulated Slag	385	0.4686711208
2012	05	Mineral Products	26	Ores, slag and ash	2619	Slag Dross	871	-1.0870381969
2012	05	Mineral Products	26	Ores, slag and ash	2620	Non-Iron and Steel Slag, Ash and Residues	641	-0.1646256866
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2701	Coal Briquettes	920	-1.4448247437
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2702	Lignite	902	-1.2966336216
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2703	Peat	425	0.3609566514
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2704	Coke	717	-0.4243144992
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2706	Tar	503	0.1784058044
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2707	Coal Tar Oil	718	-0.4256794038
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2708	Pitch Coke	535	0.109239223
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2709	Crude Petroleum	1024	-3.6199716166
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2710	Refined Petroleum	867	-1.0438706914
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2711	Petroleum Gas	1020	-2.7839372954
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2712	Petroleum Jelly	674	-0.2901735591
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2713	Petroleum Coke	698	-0.3706760954
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2714	Bitumen and asphalt	771	-0.6342845496
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2715	Asphalt Mixtures	800	-0.7689066581
2012	05	Mineral Products	27	Mineral fuels, mineral oils and products of their distillation	2716	Electricity	680	-0.3109156597
2012	06	Chemical Products	28	Inorganic chemicals	2801	Halogens	761	-0.5809805973
2012	06	Chemical Products	28	Inorganic chemicals	2803	Carbon	534	0.1096434745
2012	06	Chemical Products	28	Inorganic chemicals	2804	Hydrogen	730	-0.4604762351
2012	06	Chemical Products	28	Inorganic chemicals	2805	Alkaline Metals	604	-0.0637810191
2012	06	Chemical Products	28	Inorganic chemicals	2807	Sulfuric Acid	511	0.1674493853
2012	06	Chemical Products	28	Inorganic chemicals	2809	Phosphoric Acid	463	0.2631220048
2012	06	Chemical Products	28	Inorganic chemicals	2810	Boron	754	-0.5444462326
2012	06	Chemical Products	28	Inorganic chemicals	2811	Other Inorganic Acids	466	0.2562339062
2012	06	Chemical Products	28	Inorganic chemicals	2812	Halides	113	1.1248879933
2012	06	Chemical Products	28	Inorganic chemicals	2814	Ammonia	985	-1.8886061091
2012	06	Chemical Products	28	Inorganic chemicals	2815	Sodium or Potassium Peroxides	505	0.1758299958
2012	06	Chemical Products	28	Inorganic chemicals	2817	Zinc Oxide and Peroxide	664	-0.2446073236
2012	06	Chemical Products	28	Inorganic chemicals	2818	Aluminium Oxide	820	-0.8634171044
2012	06	Chemical Products	28	Inorganic chemicals	2819	Chromium Oxides and Hydroxides	603	-0.0603620733
2012	06	Chemical Products	28	Inorganic chemicals	2821	Iron Oxides and Hydroxides	591	-0.0161027897
