"Mode","Station","annual_entry_exit","Station_london","latitude","longitude"
"LO","New Cross Station",2435253,"New Cross Station , London",51.4758573,-0.0313104
"LO","New Cross Gate Station",5328384,"New Cross Gate Station , London",51.4748719,-0.0410958
"LO","North Wembley Station",NA,"North Wembley Station , London",51.5626634,-0.3059849
"LO","Norwood Junction Station",1967452,"Norwood Junction Station , London",51.3973053,-0.0750119130920527
"LO","Peckham Rye Station",3608792,"Peckham Rye Station , London",51.4703787,-0.0689686
"LO","Penge West Station",846336,"Penge West Station , London",51.4174041,-0.0617741
"LO","Queen's Park Station",NA,"Queen's Park Station , London",51.533873,-0.2054958
"LO","Queens Road Peckham Station",2052303,"Queens Road Peckham Station , London",51.4736737,-0.0573427
"LO","Rectory Road Station",1850561,"Rectory Road Station , London",51.5591049,-0.0686408
"LO","Richmond Station",NA,"Richmond Station , London",51.4628072,-0.3026053
"LO","Romford Station",NA,"Romford Station , London",51.5744009,0.1839019
"LO","Rotherhithe Station",1566993,"Rotherhithe Station , London",51.5003652,-0.0526017
"LO","Seven Sisters Station",NA,"Seven Sisters Station , London",51.5837637,-0.0723543
"LO","Shadwell LO Station",3847483,"Shadwell LO Station , London",NA,NA
"LO","Shepherd's Bush NR Station",6113662,"Shepherd's Bush NR Station , London",NA,NA
"LO","Shoreditch High Street Station",6726954,"Shoreditch High Street Station , London",51.5232497,-0.0760735
"LO","Silver Street Station",2883549,"Silver Street Station , London",51.6152771,-0.0668979
"LO","South Acton Station",748775,"South Acton Station , London",51.4997225,-0.2698979
"LO","South Hampstead Station",570710,"South Hampstead Station , London",51.5414337,-0.1788007
"LO","South Kenton Station",NA,"South Kenton Station , London",51.5706287,-0.3073608
"LO","South Tottenham Station",1668645,"South Tottenham Station , London",51.58050945,-0.07231675
"LO","Southbury Station",1041860,"Southbury Station , London",51.6480314,-0.0526302
"LO","St James Street Station",1455020,"St James Street Station , London",51.5813603,-0.0318364
"LO","Stamford Hill Station",1084954,"Stamford Hill Station , London",51.5743128,-0.0770196
"LO","Stoke Newington Station",2058656,"Stoke Newington Station , London",51.5647845,-0.072988
"LO","Stonebridge Park Station",NA,"Stonebridge Park Station , London",51.5441089,-0.275294
"LO","Stratford Station",NA,"Stratford Station , London",51.5416543,-0.004785
"LO","Surrey Quays Station",4517307,"Surrey Quays Station , London",51.4934155,-0.0460184
"LO","Sydenham Station",2331059,"Sydenham Station , London",51.42713885,-0.0542793616212217
"LO","Theobalds Grove Station",686418,"Theobalds Grove Station , London",NA,NA
"LO","Turkey Street Station",953114,"Turkey Street Station , London",51.6723054,-0.0476057
"LO","Upminster Station",NA,"Upminster Station , London",51.5585367,0.254028570863929
"LO","Upper Holloway Station",1860287,"Upper Holloway Station , London",51.5639209,-0.1296767
"LO","Walthamstow Central Station",NA,"Walthamstow Central Station , London",51.5829022,-0.0213976
"LO","Walthamstow Queen's Road Station",1251018,"Walthamstow Queen's Road Station , London",51.5815237,-0.0237594
"LO","Wandsworth Road Station",747211,"Wandsworth Road Station , London",51.4709435,-0.1375629
"LO","Wanstead Park Station",1533404,"Wanstead Park Station , London",51.5511477,0.0252786
"LO","Wapping Station",2119749,"Wapping Station , London",51.5050247,-0.0554273
"LO","Watford High Street Station",1237456,"Watford High Street Station , London",NA,NA
"LO","Watford Junction Station",1658296,"Watford Junction Station , London",NA,NA
"LO","Wembley Central Station",NA,"Wembley Central Station , London",51.5527571,-0.2963385
"LO","West Brompton Station",NA,"West Brompton Station , London",51.4872484,-0.195521994032778
"LO","West Croydon NR Station",3310109,"West Croydon NR Station , London",NA,NA
"LO","West Hampstead LO Station",4311287,"West Hampstead LO Station , London",NA,NA
"LO","White Hart Lane Station",1897338,"White Hart Lane Station , London",51.6051183,-0.0681903
"LO","Whitechapel Station",NA,"Whitechapel Station , London",51.51968335,-0.0603442668839896
"LO","Willesden Junction Station",NA,"Willesden Junction Station , London",51.5322242,-0.2468962
"LO","Wood Street Station",2092620,"Wood Street Station , London",51.5864895,-0.0019251
"LO","Woodgrange Park Station",1045906,"Woodgrange Park Station , London",51.5491867,0.0436429
"DLR","Abbey Road Station",1338423,"Abbey Road Station , London",51.5325414,0.0036092
"DLR","All Saints Station",1809670,"All Saints Station , London",51.5108398,-0.0130551
"DLR","Bank and Monument Station",NA,"Bank and Monument Station , London",51.5106685,-0.0906046
"DLR","Beckton Station",2182927,"Beckton Station , London",51.513739,0.0609737
"DLR","Beckton Park Station",516334,"Beckton Park Station , London",51.5092093,0.0539985
"DLR","Blackwall Station",1509282,"Blackwall Station , London",51.5083005,-0.0069622
"DLR","Bow Church Station",3051195,"Bow Church Station , London",51.5279433,-0.0205181
"DLR","Canary Wharf DLR Station",12706268,"Canary Wharf DLR Station , London",NA,NA
"DLR","Canning Town Station",NA,"Canning Town Station , London",51.51424505,0.00862863998648723
"DLR","Crossharbour Station",3703484,"Crossharbour Station , London",51.4956341,-0.0140106
"DLR","Custom House DLR Station",5065593,"Custom House DLR Station , London",NA,NA
"DLR","Cutty Sark Station",7627289,"Cutty Sark Station , London",51.4820109,-0.0102352
"DLR","Cyprus Station",2271654,"Cyprus Station , London",51.5091139,0.0654194
"DLR","Deptford Bridge Station",3096625,"Deptford Bridge Station , London",51.4741638,-0.0223933
"DLR","Devons Road Station",2411534,"Devons Road Station , London",51.5229511,-0.0163169
"DLR","East India Station",4413900,"East India Station , London",51.509137,-0.0026025
"DLR","Elverson Road Station",1471752,"Elverson Road Station , London",51.4685232,-0.0162072
"DLR","Gallions Reach Station",2030287,"Gallions Reach Station , London",51.5084518,0.0736317
"DLR","Greenwich Station",5329004,"Greenwich Station , London",51.4781128,-0.0132550474639895
"DLR","Heron Quays Station",5939324,"Heron Quays Station , London",51.5030491,-0.0214699
"DLR","Island Gardens Station",2359143,"Island Gardens Station , London",51.4877982,-0.0096006
"DLR","King George V Station",1589739,"King George V Station , London",51.502006,0.0623526
"DLR","Langdon Park Station",4123628,"Langdon Park Station , London",51.5148037,-0.0147027
"DLR","Lewisham DLR Station",7558857,"Lewisham DLR Station , London",51.464845,-0.0128936128334393
"DLR","Limehouse DLR Station",8540650,"Limehouse DLR Station , London",51.5123504,-0.0394662
"DLR","London City Airport Station",3477974,"London City Airport Station , London",51.5035322,0.048542
"DLR","Mudchute Station",1762333,"Mudchute Station , London",51.4903617,-0.014998
"DLR","Pontoon Dock Station",2834685,"Pontoon Dock Station , London",51.5025324,0.0318243
"DLR","Poplar Station",1805731,"Poplar Station , London",51.5077131,-0.0172859
"DLR","Prince Regent Station",1692175,"Prince Regent Station , London",51.5099815,0.0330332
"DLR","Pudding Mill Lane Station",2314941,"Pudding Mill Lane Station , London",51.5338301,-0.0135365
"DLR","Royal Albert Station",1487349,"Royal Albert Station , London",51.5083952,0.0458839
"DLR","Royal Victoria Station",2911844,"Royal Victoria Station , London",51.5091026,0.0175953
"DLR","Shadwell DLR Station",6363717,"Shadwell DLR Station , London",51.5117593,-0.0554867
"DLR","South Quay Station",4550079,"South Quay Station , London",51.4999568,-0.0147359
"DLR","Star Lane Station",1687068,"Star Lane Station , London",51.5219116,0.0043275
"DLR","Stratford Station",NA,"Stratford Station , London",51.5416543,-0.004785
"DLR","Stratford High Street Station",1289535,"Stratford High Street Station , London",51.5376469,-0.0001288
"DLR","Stratford International DLR Station",4442673,"Stratford International DLR Station , London",51.5457077,-0.009359
"DLR","Tower Gateway Station",3139282,"Tower Gateway Station , London",51.5104613,-0.0750486
"DLR","West Ham Station",NA,"West Ham Station , London",51.5272449,0.00434552456852399
"DLR","West India Quay Station",3087941,"West India Quay Station , London",51.5067417,-0.0204833
"DLR","West Silvertown Station",2437908,"West Silvertown Station , London",51.5029974,0.0226696
"DLR","Westferry Station",3377747,"Westferry Station , London",51.5091744,-0.0268923
"DLR","Woolwich Arsenal Station",6983940,"Woolwich Arsenal Station , London",51.4896569,0.0680637
"EZL","Abbey Wood Station",14172670,"Abbey Wood Station , London",51.4915342,0.1215457
"EZL","Acton Main Line Station",2652433,"Acton Main Line Station , London",51.5178531,-0.2663126
"EZL","Bond Street Station",NA,"Bond Street Station , London",51.5142559,-0.1497856
"EZL","Brentwood Station",2567994,"Brentwood Station , London",NA,NA
"EZL","Burnham Station",2043255,"Burnham Station , London",NA,NA
"EZL","Canary Wharf EZL Station",14107145,"Canary Wharf EZL Station , London",NA,NA
"EZL","Chadwell Heath Station",4281204,"Chadwell Heath Station , London",51.5686553,0.1296555
"EZL","Custom House EZL Station",8483121,"Custom House EZL Station , London",NA,NA
"EZL","Ealing Broadway Station",NA,"Ealing Broadway Station , London",51.5154655,-0.3022007
"EZL","Farringdon Station",NA,"Farringdon Station , London",51.5204993,-0.1060483
"EZL","Forest Gate Station",5340649,"Forest Gate Station , London",51.5495473,0.0247394
"EZL","Gidea Park Station",2675747,"Gidea Park Station , London",51.5814442,0.2060774
"EZL","Goodmayes Station",4192130,"Goodmayes Station , London",51.566152,0.1103698
"EZL","Hanwell Station",2181717,"Hanwell Station , London",51.5117871,-0.3386659
"EZL","Harold Wood Station",3102300,"Harold Wood Station , London",51.5935346,0.234441718593545
"EZL","Hayes & Harlington Station",8432891,"Hayes & Harlington Station , London",51.50331275,-0.420190658364423
"EZL","Heathrow Terminal 4 EZL Station",3041898,"Heathrow Terminal 4 EZL Station , London",NA,NA
"EZL","Heathrow Terminal 5 EZL Station",2216449,"Heathrow Terminal 5 EZL Station , London",NA,NA
"EZL","Heathrow Terminals 2 & 3 EZL Station",7266167,"Heathrow Terminals 2 & 3 EZL Station , London",NA,NA
"EZL","Ilford Station",9156227,"Ilford Station , London",51.5585617,0.0679710339822202
"EZL","Iver Station",411753,"Iver Station , London",NA,NA
"EZL","Langley Station",1644363,"Langley Station , London",51.4999475,-0.563995984450556
"EZL","Liverpool Street LU Station",NA,"Liverpool Street LU Station , London",NA,NA
"EZL","Liverpool Street NR Station",NA,"Liverpool Street NR Station , London",NA,NA
"EZL","Maidenhead Station",5450666,"Maidenhead Station , London",NA,NA
"EZL","Manor Park Station",3734273,"Manor Park Station , London",51.5526322,0.0467221
"EZL","Maryland Station",3531277,"Maryland Station , London",51.5462229,0.0072477
"EZL","Paddington NR Station",NA,"Paddington NR Station , London",NA,NA
"EZL","Paddington TfL Station",NA,"Paddington TfL Station , London",NA,NA
"EZL","Reading Station",3461806,"Reading Station , London",NA,NA
"EZL","Romford Station",10588491,"Romford Station , London",51.5744009,0.1839019
"EZL","Seven Kings Station",3637580,"Seven Kings Station , London",51.5643564,0.0988921
"EZL","Shenfield Station",2906118,"Shenfield Station , London",NA,NA
"EZL","Slough Station",5030898,"Slough Station , London",NA,NA
"EZL","Southall Station",7364298,"Southall Station , London",51.5054992,-0.378866
"EZL","Stratford Station",NA,"Stratford Station , London",51.5416543,-0.004785
"EZL","Taplow Station",711251,"Taplow Station , London",NA,NA
"EZL","Tottenham Court Road Station",NA,"Tottenham Court Road Station , London",51.5155317,-0.1283264
"EZL","Twyford Station",3011473,"Twyford Station , London",NA,NA
"EZL","West Drayton Station",3671762,"West Drayton Station , London",51.51009765,-0.472192276134931
"EZL","West Ealing Station",3095590,"West Ealing Station , London",51.5143012,-0.3207105
"EZL","Whitechapel Station",NA,"Whitechapel Station , London",51.51968335,-0.0603442668839896
"EZL","Woolwich EZL Station",11050099,"Woolwich EZL Station , London",NA,NA
